1,33.38
2,9.30
4,5.48
6,4.03
8,3.35
10,2.96
12,2.71
14,2.58
16,2.48
18,2.26
20,2.18
22,2.15
24,2.10
26,1.99
28,1.94
30,1.94
32,1.94
34,1.91
36,1.97
38,1.82
40,1.82
42,1.84
44,1.89
46,1.83
48,1.87
50,1.86
52,1.91
54,1.84
56,1.86
58,1.90
60,1.84
62,1.88
64,1.82
66,1.82
68,1.86
70,1.86
72,1.89
74,1.95
76,1.92
78,1.88
80,1.93
82,1.88
84,1.85
